,Número de registro,Outros números,Denominação,Resumo descritivo,Título,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Estado de conservação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Condições de reprodução
31,796,,Pintura documental,"Em primeiro plano, ao centro, escadaria íngreme. No primeiro degrau, à direita, menino sentado vestindo blusa branca e calção azul. Subindo a ladeira, duas mulheres, uma veste saia longa azul e manta cobrindo a cabeça na cor amarela, apoiada em bengala. A outra usa blusa branca, saia vermelha e carrega cesta. Ladeando a escada, à esquerda, construção na cor bege com janelas avermelhadas. À direita, grupo de árvores copadas com folhas em verde escuro e postes de luz na cor vermelha. Assinatura do autor no canto inferior esquerdo: PASTANA - RIO. Moldura em madeira com vestígios dourados.",Ladeira do Valongo,Manoel de Oliveira Pastana,óleo | tela,Brasil - Rio de Janeiro,1951,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,74,63,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
32,797,,Pintura documental,"Cena de rua. Em primeiro plano, largo com calçada de paralelepípedos em tons cinzas, entrecortado por vários trilhos de bonde. À esquerda, no canto inferior, quatro homens com chapéus, camisas brancas e calças escuras. Dois deles seguram carrinhos de mão para carregar volumes. Junto destes, calçada em perspectiva, prolongando-se rente à rua que se encontra ao fundo, com sobrados de várias alturas nas laterais, pessoas e carros. À direita, no largo, carroças puxadas por cavalos, fonte circular, lampiões e detalhe de quiosque na extremidade direita. Em segundo plano, sequência de sobrados amarelos, dispostos paralelamente ao largo. Nas proximidades da calçada: pessoas, pequenas árvores e carrinhos de mão. Na parte superior, céu azulado. Moldura em madeira escura, lisa e envernizada.",Vista do Largo do Depósito,Almiro Reis,óleo | tela,Brasil - Rio de Janeiro,1901,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,47,58,0.0,,0.0,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
33,798,,Pintura documental,"Em primeiro plano, embarcações de pequeno porte, fundeados, nas cores verde, azul e vermelha, mastro com velas arriadas. Em segundo plano, à esquerda, lateral de uma construção na cor bege, encimada por mirante apresentando telhado na cor de terra com as extremidades voltadas para cima. À direita, ao fundo, casario em tons avermelhado e verde. Céu azul. Moldura em madeira dourada, lisa, sem decorações.",Antigo pavilhão da Polícia Marítima,Nicolau Del Negro,óleo | tela,Brasil,19--,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,46,36,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
34,799,,Pintura documental,"No primeiro plano, rua com calçamento em paralelepípedos, tendo à esquerda em perspectiva convergindo para o centro: calçada, fileira de árvores e de prédios, destacando-se o primeiro, maior e avermelhado. Junto da calçada, homem com cesto no ombro e quatro carroças, com dois livros cada uma, direcionadas para a esquerda. À direita, árvore de tronco estreito e copa frondosa e nas proximidades duas carroças e vários homens de pé. No fundo, sobrados de alturas diferentes com balcões. Céu azul acinzentado. Assinatura do autor e datação no canto inferior esquerdo em tinta sépia: G. Dall'Ara/1920. Moldura em madeira dourada com folhagens e flores no ângulos. No centro da parte inferior, pequena placa metálica com a inscrição: GUSTAVO DALL'ARA/TEATRO S. JANUÁRIO/RUA DE D. MANUEL.",Trecho da Rua D. Manuel,Gustavo Dall'Ara,óleo | tela,Brasil,1920,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,98.3,132.2,0.0,,0.0,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
35,800,,Pintura documental,"Em primeiro plano, no centro da margem inferior, detalhe arquitetônico curvo, semelhante a um arco recoberto de telhas francesas. No segundo plano, à esquerda, pequena casa com janelas, pequeno ancoradouro e barco sobre rampa de madeira; enseada de mar azul claro, com nuances rosas e verdes e pequeno barco na extremidade inferior. No centro e na lateral direita, terreno recoberto de vegetação rasteira, recortado no meio por estrada reta, em diagonal, com casas grandes e pequenas, árvores e pedaços de madeira dispersos no chão. No terceiro plano, à esquerda, limitando-se com praia e terra firme, grande morro de forma cônica, recoberto de vegetação no topo e no sopé, onde se localizam várias casas. À direita, construção retangular, comprida e estreita, com espécie de mirante no centro e sequência de janelas sobrepostas em toda a fachada. Próximo da margem direita, detalhe de morro com vegetação. Ao fundo, detalhes de mar, montanhas distante e céu azul. Assinatura do autor e datação centralizados na parte inferior em tinta preta: F. GOUVEIA/1907. Moldura em madeira dourada com decoração fitomórfica estilizada. No centro da parte inferior, dois pequenos ganchos metálicos com pontas circulares.",Antiga Escola Militar na Praia Vermelha,F. Gouveia,madeira | óleo,Brasil - Rio de Janeiro,1907,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,59.6,40.7,0.0,,0.0,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
36,801,,Pintura documental,"Em primeiro plano, ao centro, rua apresentando em ambos os lados sobrados em tonalidades escuras de verde, vermelho e marrom, e janelas com sacadas. Ao fundo, arco que liga uma calçada à outra, tendo ao fundo vegetação em tom bege. Assinatura do autor e datação no canto inferior direito: RUY CAMPELLO/1944. Moldura em madeira dourada.",Arco do Teles,Rui Alves Campelo,óleo | tela,Brasil - Rio de Janeiro,1944,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,67,57,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
37,809,,Pintura documental,"No primeiro plano, calçamento de rua. Observa-se trecho de calçada tendo à esquerda sobrado azul com porta entreaberta no primeiro pavimento, ao lado, luminária na parede. No andar superior, janela com sacada. Ao centro, construção com portão de metal cinza entreaberto, encimado pela inscrição ilegível: VOTO... OS... N.S. DO... M... C. No andar superior, ao centro, corpo saliente (oratório), com decoração azul, ladeado e encimado por volutas. À frente, luminária pendente. Céu azul claro. Assinatura do autor e datação ilegível no canto inferior direito: A. CORREA COSTA - 19--. Moldura em madeira envernizada lisa, sem decoração.",Oratório colonial,A. Correa Costa,óleo | tela,Brasil - Rio de Janeiro,1919,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,67.5,46,0.0,,0.0,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
38,810,,Pintura documental,"Em primeiro plano, vegetação, à esquerda, fachada de uma igreja na cor cinza dando o aspecto de envelhecimento. Apresenta frontão retilíneo ladeado por uma torre, ambos encimados por cruz. Na parede lateral, duas janelas abertas. À direita, grande árvore com folhas na cor verde escuro. Céu azul com nuvens amareladas. Assinatura do autor no canto superior esquerdo: Jardim de Araújo. Moldura em madeira dourada.",Igreja do Saco de São Francisco,José Jardim de Araújo,óleo | tela,Brasil,19--,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,52,72,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
39,815,,Pintura documental,"Ao lado esquerdo, igreja à beira de um riacho. Apresenta parte de um frontão retilíneo. Ao lado, extremidade do corpo da fachada em tom amarelo, com uma porta em tom avermelhado, tendo, acima, janela retangular. Torre sineira com cúpula bulbosa. Grupo de pessoas caminha na calçada, tendo ao fundo construções de moradia. Ao lado direito, pequeno muro com um galpão e duas figuras masculinas trabalhando. Assinatura do autor no canto inferior direito: LEVINO FANZERES. Moldura em madeira dourada.",Igreja do Bonfim,Levino de Araújo Vasconcelos Fanzeres,madeira | óleo,Brasil - Rio de Janeiro,19--,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,35,48,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
40,817,,Pintura documental,"Quadro retratando arquitetura religiosa. Em primeiro plano, vegetação, ao fundo, no alto de um morro, fachada de um convento. Ao centro, igreja com três portas. No segundo pavimento, três janelas encimadas por um frontão curvilíneo, tendo ao centro óculo. À esquerda, capela, à direita construção em dois pavimentos com um correr de janelas. Céu azul com nuvens cinzas e tons esverdeados. Assinatura do autor e datação no canto inferior direito: PASTANA 950. Moldura em madeira.",Ruínas do Convento de São Bernardino,Manoel de Oliveira Pastana,óleo | tela,Brasil,1950,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,61,93,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
41,21006,,Paisagem (pintura),"No primeiro plano, vale recoberto de árvores e vegetação baixa, com pequenas elevações sobre as quais se assentam várias casas, vistas à distância. No centro, ao fundo, montanha elevada de formato irregular, em tons cinzas e castanhos. Céu azul e branco. Assinatura do autor no canto inferior direito em tinta preta: Ribeiro. Moldura retangular, em madeira dourada, com decoração geométrica.",Corcovado,Francisco Joaquim Gomes Ribeiro,óleo | tela,Brasil - Rio de Janeiro,18--,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Restaurado,37.5,47.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
42,787,,Paisagem (pintura),"Paisagem tendo, ao centro, árvore frondosa, que projeta sua sombra sobre o solo. Ao fundo, moradia rústica com fachada branca, teto avermelhado, portas e janelas apresentando interior iluminado. Ao fundo, vegetação. Céu azul com nuvens brancas. Dedicatória ilegível no canto inferior direito em tinta vermelha: Ao... amigo... Ett... Off... Pedro Bruno. No canto inferior esquerdo: PAQUETÁ (ilegível). Moldura em madeira dourada.",Paquetá,Pedro Bruno,óleo | tela,Brasil,1915,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,91,64,0.0,,0.0,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
43,21009,,Pintura documental,"No primeiro plano, lagoa azul de forma irregular, circundada por vegetação. No seu interior e às suas margens, homens e mulheres, animais e crianças, algumas nuas, brincando na água. No segundo plano, à esquerda, casa branca com telhado avermelhado e parte posterior de igreja (antigo seminário construído em 1751 e Igreja de Nossa Senhora do Carmo da Lapa). No centro, casarão com telhados inclinados e diversas janelas, algumas rasgadas, com balcões. Atrás deste, aqueduto com duas sequências sobrepostas de arcos, assentando-se à esquerda sobre encosta do Morro de Santa Teresa, destacando-se no alto construção religiosa com igreja de torre única (Convento e Igreja de Santa Teresa) e à sua direita, por trás, parte do Morro de Santo Antônio. Ao fundo, silhueta de montanha distante e céu em tons róseos e azuis esverdeados. Moldura oval, em madeira estucada e dourada, envolvida por toro de loureiro em relevo. No dorso do chassi, carimbo com a inscrição: FÁBRICA DE MOLDURAS/-DA-/GALERIA JORGE/131, RUA DO ROSÁRIO. Outros títulos atribuídos à mesma obra: Arcos da Carioca; Lapa do Desterro e Lagoa do Boqueirão; Lagoa do Boqueirão e Aqueduto Carioca; Vista da Lagoa do Boqueirão e Arcos da Carioca; Os arcos em 1808; A Lapa do Desterro.",Lagoa do Boqueirão e Aqueduto da Carioca,Leandro Joaquim (atribuído),óleo | tela,Brasil,17--,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,96,126,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
44,21010,,Pintura documental,"Em primeiro plano, mar calmo, azul esverdeado, com várias embarcações a vela e pequenos barcos. À direita, praia e dois grupos de pescadores segurando extremidades de grande rede disposta em ferradura dentro da água, tendo no seu interior vários peixes (pesca de arrasto). Ao fundo, conjunto de casas térreas e de dois pavimentos, montanhas e árvores. Ao centro, elevação recoberta de vegetação à beira mar, tendo no alto, sobre embasamento com rampas inclinadas, igreja branca, de torre única centralizada sobre pórtico e encimada por terminação bulbiforme, arrematada por catavento em forma de galo. Céu limpo, em tons róseos e azuis esverdeados. Moldura oval, em madeira estucada e dourada, envolvida por toro de loureiro em relevo. No dorso do chassi, carimbo com a inscrição: FÁBRICA DE MOLDURAS/-DA-/GALERIA JORGE/131, RUA DO ROSÁRIO.",Igreja e praia da Glória,Leandro Joaquim (atribuído),óleo | tela,Brasil,17--,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,96.5,126.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
45,21011,,Pintura documental,"Na metade inferior, mar calmo, azul, com navios e pequenos barcos repletos de homens, perseguindo várias baleias, umas pulando e outras esguichando água. No centro inferior, ilhota ocupada em toda sua extensão por fortificação retangular de paredes inclinadas e pequenas casas. À esquerda, duas baleias mortas, cujas carnes estão sendo cortadas por alguns homens que se encontram sobre elas. Na metade superior, ainda à esquerda, casas e galpões. Ao fundo, cadeia de montanhas verdes e céu limpo em tons róseos e azuis. Moldura oval, em madeira estucada e dourada, envolvida por toro de loureiro em relevo. No dorso do chassi, carimbo com a inscrição: FÁBRICA DE MOLDURAS/-DA-/GALERIA JORGE/131, RUA DO ROSÁRIO.",Pesca da baleia na Baía de Guanabara,Leandro Joaquim (atribuído),óleo | tela,Brasil,17--,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,96,125.7,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
46,465,,Retrato (pintura),"Retrato de homem em meio corpo, de pé, com corpo voltado para a esquerda e a cabeça para a direita, olhando para frente. Fardado, traz pendente ao pescoço o Tosão de Ouro e, ao peito, condecorações da Imperial Ordem do Cruzeiro, Ordem de Nossa Senhora da Conceição de Vila Viçosa, Imperial Ordem de Pedro Primeiro, Ordem de Carlos III e três ordens portuguesas. A tiracolo, banda verde orlada de branco sobre banda de todas as ordens. Com a mão direita segura livro, em cuja lombada verde vê-se o título Constituição, apoiado sobre folhas do jornal Diário do Senado dispostas em mesa forrada de pano verde. Na mesma mesa, escrivaninha em metal dourado com plumas brancas no tinteiro. Com a mão esquerda, segura o punho do sabre de gala de ouro trabalhado. Cabelos curtos, suíças e buço alourados. Ao fundo, à direita, trono com iniciais PI em ouro no estofamento verde do encosto. Ao fundo, panejamento de veludo vermelho deixa livre janela por onde se entreveem os jardins do Paço da Boa Vista, com seu chafariz e portão. Assinatura do autor e datação no canto inferior direito, abaixo do trono: A. Porto Alegre pincit 1826. Moldura em madeira dourada.",Pedro I,Manuel de Araújo Porto Alegre,óleo | tela,Brasil,1826,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Bom,141,123,0.0,,0.0,"Direitos reservados, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
